rank,Export country,Import country,Inquiry Criteria,Export amount (unit:$),Revenue share,Export Share,Item HS CODE,best_worst
1267,Ireland,Netherlands,2019,602,0.004178881,0.559708431,710813,best
1268,france,Bolivia,2019,593,0.160124427,0.000118457,710813,best
1269,Philippine,China,2019,571,4.34708E-06,0.046584978,710813,best
1270,Republic of South Africa,Slovenian,2019,564,0.003943027,5.11823E-06,710813,best
1271,Thailand,Thailand,2019,560,0.00032983,0.000151648,710813,best
1272,Swiss,Republic of South Africa,2019,548,3.04779E-05,1.79379E-06,710813,best
1273,Spain,Bahrain,2019,540,0.162828635,5.71842E-05,710813,best
1274,Hungary,Czech Republic,2019,527,0.000333327,0.00359448,710813,best
1275,korea,australia,2019,525,0.001806147,0.000133669,710813,best
1276,Belgium,Philippine,2019,519,0.001028393,0.000574209,710813,best
1277,uk,Eswatini,2019,502,0.02364965,4.72473E-06,710813,best
1278,Arab Emirates,Bahrain,2019,477,0.143831961,3.51473E-05,710813,best
1279,france,Hungary,2019,467,0.001449992,9.32871E-05,710813,best
1280,Finland,Nepal,2019,450,0.000193072,0.000575846,710813,best
1281,Lithuania,Netherlands,2019,448,0.003109865,0.503399067,710813,best
1282,Way,Nepal,2019,446,0.000191356,100,710813,best
1283,Poland,Nepal,2019,446,0.000191356,0.00060293,710813,best
1284,Portugal,Nepal,2019,446,0.000191356,0.001245949,710813,best
1285,france,Nepal,2019,446,0.000191356,8.90922E-05,710813,best
1286,Maldive Islands,Nepal,2019,446,0.000191356,100,710813,best
1287,Brunei,Nepal,2019,446,0.000191356,0.271160885,710813,best
1288,Germany,Chile,2019,439,0.730096958,3.04101E-05,710813,best
1289,Malta,Philippine,2019,434,0.000859967,0.005854955,710813,best
1290,australia,Thailand,2019,432,0.00025444,2.779E-06,710813,best
1291,Cyprus,Greece,2019,419,0.018432677,0.096815934,710813,best
1292,uk,Belgium,2019,402,4.52509E-05,3.78355E-06,710813,best
1293,korea,Canada,2019,399,8.60215E-05,0.000101589,710813,best
1294,India,Swiss,2019,393,8.29777E-06,3.51281E-05,710813,best
1295,Republic of South Africa,Eswatini,2019,383,0.018043458,3.47568E-06,710813,best
1296,Belgium,Chile,2019,368,0.612017496,0.000407146,710813,best
1297,Canada,Barbados,2019,358,6.596646398,3.07667E-06,710813,best
1298,Israel,Ireland,2019,354,0.00045812,0.017332737,710813,best
1299,Spain,China,2019,335,2.55039E-06,3.54754E-05,710813,best
1300,Latvia,Netherlands,2019,326,0.002262982,0.007954801,710813,best
1301,france,Sweden,2019,317,0.000925056,6.33234E-05,710813,best
1302,Senegal,Niger,2019,313,0.13344475,0.043080608,710813,best
1303,Japan,Spain,2019,307,0.000479406,9.13678E-06,710813,best
1304,India,Denmark,2019,305,0.002770646,2.72623E-05,710813,best
1305,Sweden,Thailand,2019,286,0.000168449,0.004210218,710813,best
1306,Spain,Norway,2019,279,0.007864556,2.95452E-05,710813,best
1307,Belgium,Thailand,2019,277,0.000163148,0.000306466,710813,best
1308,Belgium,Hungary,2019,275,0.00085385,0.000304253,710813,best
1309,Israel,Poland,2019,273,0.000319642,0.013366771,710813,best
1310,Spain,Albania,2019,270,0.168364865,2.85921E-05,710813,best
1311,uk,Botswana,2019,260,54.27974948,2.44707E-06,710813,best
1312,China,Iceland,2019,256,0.036000461,0.000136906,710813,best
1313,China,Cyprus,2019,256,0.011661728,0.000136906,710813,best
1314,Spain,USA,2019,253,7.43688E-05,2.67919E-05,710813,best
1315,USA,Honduras,2019,245,100,2.06751E-06,710813,best
1316,China,Russian Federation,2019,226,0.008074096,0.000120862,710813,best
1317,Republic of South Africa,Botswana,2019,219,45.72025052,1.9874E-06,710813,best
1318,Slovenian,Bosnia Herzegovina,2019,214,1.549826188,0.005840653,710813,best
1319,Japan,Kazakhstan,2019,200,0.002774728,5.9523E-06,710813,best
1320,Spain,Croatia,2019,196,0.001464092,2.07558E-05,710813,best
1321,Republic of South Africa,france,2019,181,4.3963E-05,1.64255E-06,710813,best
1322,Jordan,Nepal,2019,177,7.59417E-05,0.004820076,710813,best
1323,USA,Lithuania,2019,162,0.002477018,1.36709E-06,710813,best
1324,Czech Republic,Denmark,2019,158,0.001435285,0.00064316,710813,best
1325,Japan,Poland,2019,155,0.000181482,4.61303E-06,710813,best
1326,Netherlands,Aruba,2019,150,0.822548805,0.000141543,710813,best
1327,Hong Kong,Canada,2019,149,3.21233E-05,4.17011E-06,710813,best
1328,Cyprus,Netherlands,2019,142,0.000985716,0.032811128,710813,best
1329,China,Estonia,2019,140,0.068959742,7.48703E-05,710813,best
1330,Arab Emirates,Morocco,2019,140,0.005209587,1.03158E-05,710813,best
1331,USA,Grenada,2019,130,100,1.09704E-06,710813,best
1332,Belgium,Norway,2019,126,0.003551735,0.000139403,710813,best
1333,Thailand,Belgium,2019,126,1.41831E-05,3.41209E-05,710813,best
1334,Spain,Canada,2019,120,2.58711E-05,1.27076E-05,710813,best
1335,brazil,Swiss,2019,112,2.36476E-06,6.47678E-06,710813,best
1336,Slovenian,Serbia,2019,112,0.001381108,0.00305679,710813,best
1337,USA,Cyprus,2019,109,0.004965345,9.1983E-07,710813,best
1338,Ireland,Sweden,2019,105,0.000306407,0.097623564,710813,best
1339,Gaiana,Netherlands,2019,104,0.000721933,0.000178185,710813,best
1340,Panama,Canada,2019,100,2.15593E-05,0.000897412,710813,best
1341,Lebanon,france,2019,95,2.30745E-05,0.009955327,710813,best
1342,Slovakia,Spain,2019,89,0.000138981,0.00026235,710813,best
1343,Italy,Armenia,2019,87,0.004326557,1.32825E-05,710813,best
1344,Estonia,Netherlands,2019,81,0.000562275,0.003515138,710813,best
1345,China,Brunei,2019,81,0.073264049,4.33178E-05,710813,best
1346,India,Polynesia (p),2019,79,0.054773246,7.06137E-06,710813,best
1347,Netherlands,Denmark,2019,77,0.000699475,7.2659E-05,710813,best
1348,Estonia,Denmark,2019,74,0.000672222,0.003211361,710813,best
1349,China,Pakistan,2019,72,0.000656008,3.85047E-05,710813,best
1350,uk,Russian Federation,2019,70,0.002500826,6.58827E-07,710813,best
1351,Slovenian,Ukraine,2019,70,0.000328098,0.001910494,710813,best
1352,India,Austria,2019,69,1.61751E-05,6.16753E-06,710813,best
1353,Canada,Latvia,2019,66,0.022747325,5.67206E-07,710813,best
1354,Slovakia,Poland,2019,56,6.55675E-05,0.000165074,710813,best
1355,Other country,Slovakia,2019,54,5.9351E-05,2.29517E-05,710813,best
1356,USA,Mauritius,2019,53,0.000508634,4.47257E-07,710813,best
1357,brazil,Peru,2019,52,0.231791031,3.00707E-06,710813,best
1358,Czech Republic,Hungary,2019,51,0.00015835,0.000207602,710813,best
1359,Belgium,Mongolia,2019,43,0.605378009,4.75741E-05,710813,best
1360,Croatia,Netherlands,2019,40,0.000277666,0.000347421,710813,best
1361,China,Kenya,2019,35,100,1.87176E-05,710813,best
1362,Austria,Somalia,2019,33,100,1.84449E-05,710813,best
1363,uk,Polynesia (p),2019,31,0.021493299,2.91766E-07,710813,best
1364,Malta,Netherlands,2019,30,0.00020825,0.00040472,710813,best
1365,Belgium,australia,2019,26,8.94473E-05,2.87658E-05,710813,best
1366,Germany,Nigeria,2019,25,0.813802083,1.73178E-06,710813,best
1367,Israel,Canada,2019,24,5.17423E-06,0.001175101,710813,best
1368,Belgium,Seychelles,2019,20,1.211387038,2.21275E-05,710813,best
1369,Canada,Denmark,2019,16,0.000145345,1.37505E-07,710813,best
1370,Republic of South Africa,Zambia,2019,13,100,1.17973E-07,710813,best
1371,uk,Tanzania,2019,10,0.217912399,9.41181E-08,710813,best
1372,Republic of South Africa,Lesotho,2019,9,0.273889227,8.16739E-08,710813,best
1373,france,Costa Rica,2019,5,0.000376494,9.98791E-07,710813,best
1,Germany,Italy,2019,5262015076,52.14688195,15.76725804,870332,worst
2,Germany,uk,2019,4548234370,45.63149257,13.62846437,870332,worst
3,Spain,Germany,2019,3085797150,14.89948732,37.7497153,870332,worst
4,Germany,france,2019,3072635758,32.46732622,9.206936918,870332,worst
5,Mexico,Germany,2019,2534706527,12.23859701,77.79321036,870332,worst
6,Germany,Spain,2019,2421534719,44.00794642,7.255958454,870332,worst
7,Germany,Belgium,2019,2371964997,43.10167057,7.107426269,870332,worst
8,Czech Republic,Germany,2019,2256904943,10.89725765,32.63116008,870332,worst
9,Belgium,uk,2019,1944394293,19.50770486,33.98724206,870332,worst
10,france,Germany,2019,1937423138,9.354669176,29.46968407,870332,worst
11,Germany,Austria,2019,1829924947,49.75174905,5.483241386,870332,worst
12,Republic of South Africa,Germany,2019,1811010708,8.744298401,65.24110279,870332,worst
13,Germany,Japan,2019,1423703602,55.59285134,4.266027699,870332,worst
14,Germany,Sweden,2019,1405254380,64.0750286,4.210745903,870332,worst
15,Italy,Germany,2019,1278483084,6.173037817,36.6398637,870332,worst
16,Germany,korea,2019,1247356144,57.9949745,3.737614946,870332,worst
17,Spain,france,2019,1236676997,13.06747648,15.1287341,870332,worst
18,Belgium,Italy,2019,1234627613,12.23523298,21.58080164,870332,worst
19,USA,Germany,2019,1121382266,5.414490987,42.73081533,870332,worst
20,Germany,Swiss,2019,985799893,41.3307095,2.953880038,870332,worst
21,Sweden,Germany,2019,940656699,4.541874232,23.22717044,870332,worst
22,Germany,Poland,2019,917435278,37.8497515,2.749030278,870332,worst
23,Belgium,Germany,2019,813887065,3.929778731,14.22642351,870332,worst
24,Spain,Italy,2019,774913475,7.679438565,9.479807533,870332,worst
25,Spain,uk,2019,757398085,7.598817976,9.265535189,870332,worst
26,Italy,france,2019,720848575,7.616921653,20.65869613,870332,worst
27,Germany,Denmark,2019,672959767,60.39335416,2.016476606,870332,worst
28,Germany,Portugal,2019,640589285,49.07994199,1.919480733,870332,worst
29,Hungary,Germany,2019,639624459,3.088367788,38.6596235,870332,worst
30,Portugal,Germany,2019,591585523,2.85641621,29.98674274,870332,worst
31,uk,Italy,2019,576521526,5.713362566,16.85355049,870332,worst
32,france,Italy,2019,568990395,5.638728611,8.654778013,870332,worst
33,Sweden,uk,2019,548668362,5.504675936,13.54799639,870332,worst
34,Germany,turkey,2019,519769789,30.10275252,1.557453612,870332,worst
35,uk,Germany,2019,492426048,2.377633818,14.39517328,870332,worst
36,Slovenian,Germany,2019,488506012,2.358706285,46.38658187,870332,worst
37,Germany,Czech Republic,2019,480005342,40.58321794,1.438302244,870332,worst
38,Slovakia,france,2019,457558785,4.834842625,20.33876262,870332,worst
39,france,Belgium,2019,453869822,8.247401447,6.903706268,870332,worst
40,Japan,Belgium,2019,450668677,8.189232504,22.55393735,870332,worst
41,Poland,Germany,2019,450262077,2.174048968,31.87878828,870332,worst
42,Germany,Netherlands,2019,441821233,51.41340738,1.323886247,870332,worst
43,Thailand,Philippine,2019,438965048,54.70422444,23.50122568,870332,worst
44,Italy,Spain,2019,430521788,7.824120641,12.3382623,870332,worst
45,Czech Republic,Austria,2019,425465747,11.56750451,6.15153994,870332,worst
46,france,Spain,2019,421869319,7.666874334,6.416954203,870332,worst
47,Czech Republic,Italy,2019,418588325,4.148235164,6.052103648,870332,worst
48,Czech Republic,france,2019,404132974,4.270313221,5.843102878,870332,worst
49,Germany,Ireland,2019,388656389,45.69035586,1.164581531,870332,worst
50,korea,Germany,2019,381424637,1.841673729,13.62509402,870332,worst
51,Sweden,france,2019,376385839,3.977120225,9.29390929,870332,worst
52,Czech Republic,Poland,2019,370286038,15.2765376,5.353731453,870332,worst
53,Austria,uk,2019,367519810,3.687250066,32.17847456,870332,worst
54,turkey,Italy,2019,363995121,3.607213269,23.16764522,870332,worst
55,Germany,Hungary,2019,363678600,36.89268183,1.089737344,870332,worst
56,Czech Republic,turkey,2019,360411777,20.87344582,5.210965763,870332,worst
57,korea,australia,2019,357521034,27.3137762,12.77121934,870332,worst
58,Canada,USA,2019,352125980,81.20541155,51.93771206,870332,worst
59,Slovakia,uk,2019,351654111,3.528072797,15.6312363,870332,worst
60,Republic of South Africa,france,2019,350793327,3.706694278,12.63722153,870332,worst
61,Slovakia,Spain,2019,349452544,6.350802535,15.53337532,870332,worst
62,Germany,Russian Federation,2019,345007662,35.12400228,1.033791191,870332,worst
63,Belgium,Sweden,2019,329097719,15.00578547,5.752497772,870332,worst
64,Hungary,france,2019,323554010,3.418867194,19.55596918,870332,worst
65,Germany,Slovenian,2019,320402718,40.75277029,0.960064207,870332,worst
66,Spain,Belgium,2019,319136731,5.799126995,3.904119471,870332,worst
67,Netherlands,Germany,2019,315408342,1.522920129,28.36718235,870332,worst
68,Indonesia,Philippine,2019,314132665,39.14749908,79.51862265,870332,worst
69,uk,france,2019,308721837,3.262141491,9.024917256,870332,worst
70,Germany,Norway,2019,304275191,34.56672154,0.911739207,870332,worst
71,Sweden,Spain,2019,300194826,5.45561363,7.412562304,870332,worst
72,france,turkey,2019,293009968,16.96983307,4.456905162,870332,worst
73,Belgium,Luxembourg,2019,287503552,34.66071402,5.025448208,870332,worst
74,korea,uk,2019,286819736,2.877602953,10.24565665,870332,worst
75,Germany,Ukraine,2019,282049470,29.08927486,0.845141397,870332,worst
76,Germany,Morocco,2019,281845717,26.37774265,0.844530866,870332,worst
77,Sweden,Belgium,2019,280584423,5.098581717,6.928332326,870332,worst
78,Germany,Finland,2019,279438511,40.74087064,0.837317842,870332,worst
79,Japan,Germany,2019,278939055,1.346831535,13.95964329,870332,worst
80,Portugal,france,2019,274036896,2.895639444,13.8905933,870332,worst
81,Slovakia,Italy,2019,273171465,2.707145444,12.14263558,870332,worst
82,Germany,Romania,2019,272022934,40.34872091,0.815097588,870332,worst
83,Slovakia,Germany,2019,271630285,1.311541813,12.0741292,870332,worst
84,Italy,Belgium,2019,270506329,4.915449719,7.752402163,870332,worst
85,Belgium,france,2019,268047442,2.832351253,4.685363112,870332,worst
86,Japan,Spain,2019,262812953,4.776251302,13.15260452,870332,worst
87,Czech Republic,Swiss,2019,261390996,10.95909565,3.779286965,870332,worst
88,Czech Republic,Belgium,2019,260629690,4.73597842,3.768279724,870332,worst
89,Portugal,uk,2019,253783075,2.546152982,12.86395202,870332,worst
90,Germany,Croatia,2019,252925598,43.76232576,0.757873764,870332,worst
91,USA,Nigeria,2019,251820042,66.56631356,9.595724881,870332,worst
92,Thailand,Vietnam,2019,251591699,79.04868635,13.46966763,870332,worst
93,Poland,Spain,2019,250019771,4.54375343,17.70152929,870332,worst
94,turkey,Germany,2019,237285394,1.14571067,15.10279536,870332,worst
95,uk,korea,2019,237235447,11.03010056,6.935143623,870332,worst
96,france,Poland,2019,237001812,9.77775752,3.604978379,870332,worst
97,Spain,Swiss,2019,234607450,9.836166987,2.870041035,870332,worst
98,Portugal,Spain,2019,233593815,4.245235062,11.84058325,870332,worst
99,Austria,Germany,2019,233449058,1.127187275,20.4398086,870332,worst
100,Czech Republic,Spain,2019,233241694,4.238835765,3.372294025,870332,worst
101,Czech Republic,Slovakia,2019,227220982,31.69376517,3.285244361,870332,worst
102,Germany,Republic of South Africa,2019,225557693,44.51202747,0.675867761,870332,worst
103,uk,Spain,2019,225125429,4.091334202,6.581129436,870332,worst
104,Finland,france,2019,221775952,2.343418728,42.04637764,870332,worst
105,turkey,uk,2019,217998815,2.187136919,13.87523874,870332,worst
106,Spain,turkey,2019,214006746,12.39431812,2.618024887,870332,worst
107,france,Portugal,2019,213014822,16.3205276,3.24011796,870332,worst
108,Portugal,Austria,2019,209580160,5.698036711,10.62336061,870332,worst
109,Germany,Luxembourg,2019,199279125,24.02459626,0.597125881,870332,worst
110,uk,Belgium,2019,195439555,3.551389386,5.7133173,870332,worst
111,Germany,Bosnia Herzegovina,2019,195160201,56.936664,0.584783815,870332,worst
112,korea,france,2019,194201422,2.052049581,6.937183329,870332,worst
113,Thailand,Indonesia,2019,193958358,73.26509277,10.38410499,870332,worst
114,uk,Japan,2019,181391959,7.083002527,5.30266157,870332,worst
115,Netherlands,Belgium,2019,179782536,3.266881109,16.16927425,870332,worst
116,Spain,Poland,2019,179556839,7.407805105,2.196586238,870332,worst
117,Germany,australia,2019,175642962,13.41871414,0.526301781,870332,worst
118,Sweden,Finland,2019,174254852,25.40556904,4.302788841,870332,worst
119,Thailand,australia,2019,174059478,13.29773965,9.318762607,870332,worst
120,france,uk,2019,172462069,1.730276186,2.623279648,870332,worst
121,Sweden,Japan,2019,172338657,6.729488726,4.255473186,870332,worst
122,USA,korea,2019,167602531,7.792565545,6.386575763,870332,worst
123,USA,Japan,2019,165703520,6.470399556,6.314213027,870332,worst
124,france,Morocco,2019,159534926,14.93076165,2.42664794,870332,worst
125,Netherlands,uk,2019,154852459,1.55360262,13.92711402,870332,worst
126,Japan,france,2019,153656881,1.62363146,7.689834783,870332,worst
127,Czech Republic,Morocco,2019,148932611,13.93849843,2.153322356,870332,worst
128,france,Japan,2019,145905198,5.697313662,2.219329378,870332,worst
129,france,Austria,2019,145347822,3.951696695,2.210851264,870332,worst
130,Czech Republic,Sweden,2019,140379562,6.400851389,2.029659235,870332,worst
131,korea,Italy,2019,140198580,1.389376255,5.008116016,870332,worst
132,Sweden,korea,2019,138450173,6.437146512,3.418681618,870332,worst
133,Sweden,Poland,2019,138210713,5.702027453,3.412768751,870332,worst
134,Spain,Portugal,2019,136672797,10.47144107,1.671969649,870332,worst
135,Japan,uk,2019,136189327,1.366359285,6.815662383,870332,worst
136,USA,China,2019,135700755,91.89007868,5.17094311,870332,worst
137,Mexico,france,2019,134625501,1.422534398,4.131819525,870332,worst
138,Denmark,Germany,2019,131610776,0.63547051,54.97101513,870332,worst
139,Czech Republic,Norway,2019,131044512,14.88711301,1.894689655,870332,worst
140,USA,france,2019,130919866,1.383378419,4.988765015,870332,worst
141,Germany,Slovakia,2019,130224200,18.16423456,0.390207655,870332,worst
142,korea,Chile,2019,129519607,36.5330256,4.626646135,870332,worst
143,Sweden,Denmark,2019,128673052,11.54749152,3.177260007,870332,worst
144,Republic of South Africa,korea,2019,128376188,5.96876344,4.624712621,870332,worst
145,Netherlands,france,2019,127907927,1.351552452,11.50377782,870332,worst
146,Germany,Latvia,2019,125291040,52.996374,0.375425788,870332,worst
147,Czech Republic,Ireland,2019,124942420,14.68820221,1.806463369,870332,worst
148,Slovenian,france,2019,124861621,1.319363341,11.85636136,870332,worst
149,Thailand,Saudi Arabia,2019,123739780,94.18777144,6.624756365,870332,worst
150,uk,Ireland,2019,122907118,14.44893257,3.592964401,870332,worst
151,france,Sweden,2019,122215941,5.572649356,1.858997706,870332,worst
152,Spain,Austria,2019,120563409,3.277861466,1.474897456,870332,worst
153,India,Algeria,2019,118453111,35.43524628,58.4569669,870332,worst
154,Hungary,Italy,2019,116726939,1.156770899,7.055107807,870332,worst
155,Japan,australia,2019,116674760,8.913680539,5.839046204,870332,worst
156,Belgium,Portugal,2019,116367605,8.91572094,2.034059642,870332,worst
157,Poland,Ukraine,2019,116086920,11.97266679,8.219014067,870332,worst
158,Czech Republic,Serbia,2019,115969172,35.58724041,1.676724856,870332,worst
159,turkey,france,2019,115462549,1.220047067,7.348986887,870332,worst
160,france,Algeria,2019,114965975,34.3920696,1.748720192,870332,worst
161,Republic of South Africa,Spain,2019,114340460,2.077975095,4.119079844,870332,worst
162,Belgium,Netherlands,2019,112602705,13.10323794,1.968250681,870332,worst
163,Portugal,Swiss,2019,112599558,4.720856286,5.707533142,870332,worst
164,Czech Republic,Hungary,2019,111193055,11.27976735,1.607670003,870332,worst
165,Hungary,Belgium,2019,111153508,2.019802944,6.718243353,870332,worst
166,france,Netherlands,2019,110549193,12.86427693,1.681537568,870332,worst
167,Germany,Serbia,2019,110542857,33.92207739,0.331233895,870332,worst
168,korea,Spain,2019,109729197,1.994171954,3.919701248,870332,worst
169,Netherlands,Japan,2019,108791487,4.248095569,9.784484233,870332,worst
170,Spain,Czech Republic,2019,108571775,9.179464522,1.328199294,870332,worst
171,Spain,Russian Federation,2019,108494141,11.04540239,1.327249568,870332,worst
172,Italy,Austria,2019,107448939,2.92130705,3.079363763,870332,worst
173,USA,Russian Federation,2019,106709958,10.86376107,4.066234724,870332,worst
174,Mexico,Japan,2019,105480878,4.118822739,3.23733578,870332,worst
175,Czech Republic,Romania,2019,104324159,15.47423342,1.508356984,870332,worst
176,france,Czech Republic,2019,103592476,8.75847759,1.575720595,870332,worst
177,USA,Swiss,2019,103388793,4.334685162,3.93968012,870332,worst
178,USA,australia,2019,100439916,7.673376184,3.827311732,870332,worst
179,turkey,Spain,2019,100438210,1.825321491,6.392714301,870332,worst
180,Slovenian,Hungary,2019,99729102,10.11682851,9.46987763,870332,worst
181,france,france,2019,99660388,1.053071884,1.515910536,870332,worst
182,Finland,Germany,2019,98434845,0.475283583,18.66220674,870332,worst
183,Austria,korea,2019,97463630,4.531505106,8.53350174,870332,worst
184,france,Swiss,2019,96508133,4.04620617,1.467962333,870332,worst
185,uk,Austria,2019,96062791,2.611742016,2.808219686,870332,worst
186,france,Slovenian,2019,94494730,12.01900549,1.437336937,870332,worst
187,Sweden,Norway,2019,94188436,10.7001344,2.325748446,870332,worst
188,france,Luxembourg,2019,93337265,11.2525088,1.419731011,870332,worst
189,uk,Russian Federation,2019,92277528,9.394446736,2.697564458,870332,worst
190,Hungary,Austria,2019,91595287,2.490280129,5.536122423,870332,worst
191,Canada,Germany,2019,91577125,0.442171713,13.50739968,870332,worst
192,korea,Poland,2019,91289108,3.766227586,3.260991972,870332,worst
193,Thailand,New Zealand,2019,90729632,23.67416913,4.857465458,870332,worst
194,Canada,australia,2019,88947843,6.795408511,13.11958708,870332,worst
195,Russian Federation,Czech Republic,2019,85971236,7.268647038,51.0798625,870332,worst
196,france,Chile,2019,85342460,24.07217215,1.298123928,870332,worst
197,Sweden,Czech Republic,2019,84835211,7.172599044,2.094793889,870332,worst
198,Italy,Norway,2019,84160278,9.560900726,2.411937361,870332,worst
199,korea,Belgium,2019,83371505,1.514968032,2.978162614,870332,worst
200,Spain,Morocco,2019,82178932,7.691068512,1.005325735,870332,worst
201,Czech Republic,Slovenian,2019,82125505,10.44573486,1.187400696,870332,worst
202,Czech Republic,uk,2019,81632581,0.819002763,1.18027382,870332,worst
203,korea,New Zealand,2019,81569499,21.28400692,2.913792097,870332,worst
204,Italy,Nigeria,2019,81092321,21.43600971,2.32401322,870332,worst
205,Slovenian,Croatia,2019,80447831,13.91944593,7.639005064,870332,worst
206,Spain,Denmark,2019,80399461,7.215279963,0.983556798,870332,worst
207,Hungary,Japan,2019,79668000,3.110880154,4.815223749,870332,worst
208,france,Slovakia,2019,78856414,10.99923363,1.19946622,870332,worst
209,uk,Cyprus,2019,77673358,50.80340041,2.270638306,870332,worst
210,uk,Morocco,2019,75663354,7.081280145,2.211879522,870332,worst
211,Czech Republic,Croatia,2019,74634085,12.91352542,1.079086996,870332,worst
212,Republic of South Africa,Japan,2019,74517704,2.909771131,2.684477328,870332,worst
213,Poland,Austria,2019,74309711,2.020322254,5.26116603,870332,worst
214,Japan,Austria,2019,73993542,2.011726294,3.703043491,870332,worst
215,Germany,Greece,2019,73427217,39.60329628,0.220019491,870332,worst
216,Sweden,Austria,2019,73175488,1.989485154,1.806886119,870332,worst
217,Poland,turkey,2019,72851534,4.219236564,5.157926343,870332,worst
218,turkey,Belgium,2019,72739262,1.321766431,4.629725285,870332,worst
219,Mexico,Poland,2019,71960582,2.968809039,2.208557335,870332,worst
220,uk,australia,2019,71906921,5.49352167,2.102067086,870332,worst
221,Lithuania,Ukraine,2019,71707388,7.39556759,42.54917418,870332,worst
222,Slovenian,Morocco,2019,71641133,6.704843307,6.802756158,870332,worst
223,Spain,Hungary,2019,71137959,7.216454548,0.870257366,870332,worst
224,korea,Indonesia,2019,70221294,26.52512463,2.508416185,870332,worst
225,Spain,Republic of South Africa,2019,69072096,13.63083207,0.844984888,870332,worst
226,turkey,Austria,2019,69004587,1.876087269,4.392019832,870332,worst
227,Austria,france,2019,68249981,0.721170543,5.975678636,870332,worst
228,Germany,Albania,2019,66633443,50.34807057,0.199662425,870332,worst
229,Slovakia,turkey,2019,66375321,3.844163135,2.950422857,870332,worst
230,france,Norway,2019,66148667,7.514718978,1.006171693,870332,worst
231,Serbia,Italy,2019,66109159,0.655145692,83.13090828,870332,worst
232,Germany,Macedonia,2019,65930257,64.5074573,0.197555378,870332,worst
233,turkey,Poland,2019,65584492,2.705756781,4.174336838,870332,worst
234,Poland,france,2019,65551369,0.692655378,4.64107088,870332,worst
235,Luxembourg,Belgium,2019,65399943,1.188401516,40.75154425,870332,worst
236,Romania,Germany,2019,65353214,0.315551974,48.1245486,870332,worst
237,france,Lithuania,2019,65152816,20.2034967,0.991024039,870332,worst
238,france,Ukraine,2019,64915410,6.695074464,0.987412913,870332,worst
239,China,australia,2019,64831570,4.952981295,26.07366924,870332,worst
240,uk,Poland,2019,64579822,2.66430807,1.887872771,870332,worst
241,Czech Republic,Denmark,2019,63864711,5.731403717,0.923379434,870332,worst
242,Austria,Belgium,2019,63448142,1.152934768,5.555249996,870332,worst
243,Thailand,Russian Federation,2019,63130349,6.427076168,3.379860392,870332,worst
244,Mexico,Swiss,2019,62045197,2.601310906,1.904242172,870332,worst
245,Poland,Belgium,2019,61569927,1.118805174,4.359182724,870332,worst
246,Germany,Estonia,2019,61325173,26.01153274,0.183756567,870332,worst
247,korea,Austria,2019,61191122,1.663655851,2.185844094,870332,worst
248,Thailand,Oman,2019,60899600,89.19610044,3.260430985,870332,worst
249,uk,Swiss,2019,60371955,2.531158455,1.764863489,870332,worst
250,Indonesia,Vietnam,2019,59900662,18.82044861,15.16307812,870332,worst
251,france,Ireland,2019,59647326,7.012125951,0.907281336,870332,worst
252,Austria,Italy,2019,59530744,0.589953209,5.212259255,870332,worst
253,france,Estonia,2019,58782228,24.93292352,0.894122535,870332,worst
254,Czech Republic,Netherlands,2019,58534374,6.811468964,0.846311465,870332,worst
255,Czech Republic,Finland,2019,58179871,8.48236197,0.84118593,870332,worst
256,China,Russian Federation,2019,58109403,5.915911524,23.37017835,870332,worst
257,Mexico,Austria,2019,58090163,1.579347402,1.782857393,870332,worst
258,Morocco,turkey,2019,57908212,3.353785872,30.2406988,870332,worst
259,Estonia,Latvia,2019,57843012,24.46679265,52.05049135,870332,worst
260,Belgium,Austria,2019,57692368,1.568532206,1.008439741,870332,worst
261,Portugal,Italy,2019,56473680,0.559657523,2.862581399,870332,worst
262,Sweden,Swiss,2019,56182895,2.355527657,1.387296427,870332,worst
263,Czech Republic,Ukraine,2019,55456727,5.719549746,0.801813715,870332,worst
264,Belgium,Denmark,2019,54895804,4.926508085,0.95955691,870332,worst
265,Finland,Russian Federation,2019,54847815,5.583860857,10.39856631,870332,worst
266,Belgium,Hungary,2019,54555639,5.534292728,0.95361096,870332,worst
267,Sweden,India,2019,53792553,74.24771545,1.328272895,870332,worst
268,turkey,Czech Republic,2019,53298714,4.506269279,3.392368813,870332,worst
269,Slovakia,Israel,2019,53263000,21.88532886,2.367572318,870332,worst
270,france,Hungary,2019,52912476,5.367605192,0.804839129,870332,worst
271,france,Denmark,2019,52469701,4.708782591,0.798104183,870332,worst
272,france,korea,2019,52116162,2.423105462,0.792726586,870332,worst
273,Belgium,Swiss,2019,51633856,2.164804356,0.902539351,870332,worst
274,Spain,Romania,2019,51389207,7.622477783,0.628663467,870332,worst
275,Portugal,Belgium,2019,50494247,0.917545749,2.559491292,870332,worst
276,USA,Poland,2019,50468601,2.082134895,1.923130528,870332,worst
277,Germany,Lithuania,2019,50195670,15.56537561,0.150407794,870332,worst
278,Argentina,Columbia,2019,49452454,67.25778864,50.68394305,870332,worst
279,Luxembourg,Germany,2019,49266501,0.237878762,30.69858938,870332,worst
280,Hungary,Bulgaria,2019,49212807,23.22022843,2.974477544,870332,worst
281,Spain,Norway,2019,49057502,5.573103103,0.600138844,870332,worst
